subID	Model	randi	Mp0	delta0	wp0	scl0	Mp	delta	wp	scl	detla2	nll	nllsd	success	iterations
22072002.000000	5.000000	11.000000	75.221110	0.307289	0.723437	1.587634	0.208153	12.639011	0.909294	0.000000	0.247557	-0.935784	204.485720	0.027989	1.000000	27.000000
22072002.000000	5.000000	1.000000	32.686830	-0.116270	1.113099	0.754731	0.262466	13.192320	0.856397	0.000000	0.000000	1.073961	204.548934	0.024394	2.000000	27.000000
22072002.000000	5.000000	38.000000	42.867824	0.130860	0.052310	1.502062	0.161760	12.775143	0.923523	0.000000	0.000032	3.155846	204.518724	0.026078	2.000000	28.000000
22072002.000000	5.000000	26.000000	4.097895	-0.026088	0.755733	1.915203	-0.038134	13.004654	0.873369	0.000000	0.077761	-0.005657	204.503024	0.032916	1.000000	26.000000
22072002.000000	5.000000	5.000000	45.832656	0.259271	0.537920	0.349779	-0.071601	12.817564	0.946813	0.000003	0.000102	3.282633	204.546844	0.029238	2.000000	29.000000
22072002.000000	5.000000	16.000000	22.690038	0.279370	0.748938	1.945386	-0.093025	12.957636	0.864608	0.000000	0.000977	0.347464	204.504106	0.022759	1.000000	29.000000
22072002.000000	5.000000	25.000000	52.075294	-0.164653	1.224007	0.830143	0.285754	12.837621	0.914756	0.000000	0.015622	-0.140602	204.539735	0.027454	1.000000	36.000000
22072002.000000	5.000000	20.000000	72.845655	0.014121	1.033722	0.622680	0.370583	0.000012	-0.214904	0.062852	3.959949	2.149332	226.957360	0.030149	1.000000	32.000000
22072002.000000	5.000000	18.000000	41.137332	0.355922	0.195318	1.566064	0.106741	13.347600	0.762820	0.000002	0.010301	4.000000	204.609769	0.034611	2.000000	33.000000
22072002.000000	5.000000	15.000000	63.787888	0.144673	0.790565	1.610117	0.273536	11.765803	1.123886	0.000000	1.052158	-0.116466	205.632552	0.036248	2.000000	35.000000
22072002.000000	5.000000	7.000000	53.359256	0.356543	0.124161	0.419810	-0.066587	12.714523	0.923668	0.000000	0.459829	-0.027029	204.619376	0.031514	2.000000	38.000000
22072002.000000	5.000000	40.000000	35.375639	0.177965	1.071337	0.859096	0.396704	12.816543	0.898693	0.000000	0.000000	-0.569026	204.537122	0.030777	1.000000	39.000000
22072002.000000	5.000000	37.000000	75.689103	-0.083489	0.830454	0.674071	0.195163	13.221746	0.869915	0.000003	0.000000	-0.791993	204.549022	0.032059	1.000000	36.000000
22072002.000000	5.000000	31.000000	63.714170	-0.118986	0.372421	1.344328	-0.118850	13.478980	0.762935	0.000000	0.126262	-0.981933	204.630141	0.029769	2.000000	42.000000
22072003.000000	1.000000	19.000000	26.628706	0.063413	NaN	NaN	NaN	29.822632	0.113257	NaN	NaN	NaN	360.273916	0.030978	2.000000	11.000000
22072003.000000	1.000000	2.000000	76.565927	0.314775	NaN	NaN	NaN	35.708008	-0.258008	NaN	NaN	NaN	359.054038	0.036214	2.000000	12.000000
22072003.000000	1.000000	34.000000	70.025262	-0.026853	NaN	NaN	NaN	48.663086	-0.413208	NaN	NaN	NaN	359.032322	0.035396	2.000000	11.000000
22072003.000000	1.000000	8.000000	19.130329	0.235297	NaN	NaN	NaN	48.868530	-0.218384	NaN	NaN	NaN	359.866892	0.034244	2.000000	12.000000
22072003.000000	1.000000	30.000000	39.010506	0.398887	NaN	NaN	NaN	55.116455	-0.284961	NaN	NaN	NaN	360.344750	0.028158	2.000000	11.000000
22072003.000000	1.000000	10.000000	57.382066	-0.063733	NaN	NaN	NaN	34.998016	-0.148401	NaN	NaN	NaN	359.150341	0.025285	2.000000	12.000000
22072003.000000	1.000000	31.000000	79.853608	0.138480	NaN	NaN	NaN	52.531137	-0.530092	NaN	NaN	NaN	359.464023	0.037941	2.000000	11.000000
22072003.000000	1.000000	26.000000	97.150058	-0.111650	NaN	NaN	NaN	42.321400	-0.404027	NaN	NaN	NaN	359.019760	0.035141	2.000000	11.000000
22072003.000000	1.000000	29.000000	3.464634	-0.075346	NaN	NaN	NaN	37.650665	-0.150781	NaN	NaN	NaN	359.135675	0.035321	2.000000	12.000000
22072003.000000	1.000000	17.000000	86.184843	0.338866	NaN	NaN	NaN	45.134277	-0.403906	NaN	NaN	NaN	358.942275	0.028814	2.000000	11.000000
22072003.000000	1.000000	15.000000	75.406243	0.037777	NaN	NaN	NaN	41.599763	-0.365129	NaN	NaN	NaN	358.946779	0.037343	2.000000	12.000000
22072003.000000	1.000000	40.000000	14.813649	-0.087106	NaN	NaN	NaN	40.452818	-0.286667	NaN	NaN	NaN	358.940225	0.035301	2.000000	11.000000
22072003.000000	1.000000	11.000000	12.710241	0.297096	NaN	NaN	NaN	26.825562	-0.065747	NaN	NaN	NaN	361.203375	0.037397	2.000000	12.000000
22072003.000000	1.000000	1.000000	67.536841	0.124458	NaN	NaN	NaN	54.247093	-0.319707	NaN	NaN	NaN	359.976069	0.032714	2.000000	11.000000
22072003.000000	1.000000	28.000000	66.862571	-0.011628	NaN	NaN	NaN	47.383591	-0.423563	NaN	NaN	NaN	358.972095	0.026973	2.000000	11.000000
22072003.000000	1.000000	5.000000	85.482861	0.321006	NaN	NaN	NaN	42.609528	-0.337316	NaN	NaN	NaN	358.873990	0.028657	2.000000	11.000000
22072003.000000	1.000000	9.000000	66.371946	-0.181139	NaN	NaN	NaN	45.972105	-0.488105	NaN	NaN	NaN	359.433079	0.035395	2.000000	11.000000
22072003.000000	1.000000	12.000000	94.994828	0.311013	NaN	NaN	NaN	42.394862	-0.347647	NaN	NaN	NaN	358.843979	0.026420	2.000000	11.000000
22072003.000000	1.000000	36.000000	56.995888	0.274771	NaN	NaN	NaN	40.919647	-0.297632	NaN	NaN	NaN	358.902401	0.036685	2.000000	13.000000
22072003.000000	1.000000	23.000000	67.157100	0.004794	NaN	NaN	NaN	40.602854	-0.246107	NaN	NaN	NaN	358.959390	0.024707	2.000000	11.000000
22072003.000000	1.000000	27.000000	49.564783	0.041286	NaN	NaN	NaN	40.461010	-0.320660	NaN	NaN	NaN	358.949590	0.034983	2.000000	11.000000
22072003.000000	1.000000	16.000000	50.086139	0.136558	NaN	NaN	NaN	46.005905	-0.376472	NaN	NaN	NaN	358.968700	0.028238	2.000000	15.000000
22072003.000000	1.000000	25.000000	2.923471	0.224387	NaN	NaN	NaN	42.864759	-0.218376	NaN	NaN	NaN	359.238592	0.027137	2.000000	15.000000
22072003.000000	1.000000	39.000000	91.662446	-0.170907	NaN	NaN	NaN	41.336290	-0.317435	NaN	NaN	NaN	358.885686	0.039359	2.000000	15.000000
22072003.000000	1.000000	7.000000	68.347763	0.067372	NaN	NaN	NaN	43.276835	-0.349738	NaN	NaN	NaN	358.906557	0.023160	2.000000	16.000000
22072003.000000	1.000000	24.000000	80.364660	0.014524	NaN	NaN	NaN	41.683030	-0.282675	NaN	NaN	NaN	358.906419	0.032631	2.000000	14.000000
22072003.000000	1.000000	32.000000	10.088416	0.111029	NaN	NaN	NaN	41.994313	-0.316372	NaN	NaN	NaN	358.861016	0.036949	2.000000	17.000000
22072003.000000	1.000000	33.000000	64.732605	0.321922	NaN	NaN	NaN	40.276123	-0.196118	NaN	NaN	NaN	359.148300	0.029673	2.000000	15.000000
22072003.000000	1.000000	35.000000	73.552844	-0.090317	NaN	NaN	NaN	44.197693	-0.362379	NaN	NaN	NaN	358.925922	0.032489	2.000000	15.000000
22072003.000000	1.000000	14.000000	74.015420	0.132110	NaN	NaN	NaN	30.487051	-0.039057	NaN	NaN	NaN	359.832199	0.035799	1.000000	19.000000
22072003.000000	1.000000	4.000000	93.890557	-0.187613	NaN	NaN	NaN	43.106241	-0.324018	NaN	NaN	NaN	358.908658	0.038953	2.000000	17.000000
22072003.000000	1.000000	18.000000	98.249572	0.182281	NaN	NaN	NaN	41.855022	-0.338274	NaN	NaN	NaN	358.877551	0.035645	2.000000	15.000000
22072003.000000	1.000000	3.000000	31.843774	0.344621	NaN	NaN	NaN	40.062602	-0.290472	NaN	NaN	NaN	358.893677	0.031115	1.000000	19.000000
22072003.000000	1.000000	38.000000	5.717023	-0.132365	NaN	NaN	NaN	44.423822	-0.357033	NaN	NaN	NaN	358.932336	0.034199	1.000000	19.000000
22072003.000000	1.000000	22.000000	83.980896	0.316969	NaN	NaN	NaN	41.979418	-0.315351	NaN	NaN	NaN	358.931404	0.033061	1.000000	23.000000
22072003.000000	1.000000	6.000000	83.243972	-0.072196	NaN	NaN	NaN	41.435996	-0.294458	NaN	NaN	NaN	358.901529	0.037994	1.000000	24.000000
22072003.000000	1.000000	13.000000	49.429148	0.362641	NaN	NaN	NaN	39.264291	-0.255907	NaN	NaN	NaN	358.939821	0.038044	1.000000	22.000000
22072003.000000	1.000000	37.000000	43.591178	0.199230	NaN	NaN	NaN	47.301010	-0.364341	NaN	NaN	NaN	359.053439	0.027747	1.000000	26.000000
22072003.000000	1.000000	20.000000	14.020087	0.380785	NaN	NaN	NaN	40.432671	-0.274120	NaN	NaN	NaN	358.953537	0.033032	1.000000	23.000000
22072003.000000	1.000000	21.000000	33.991379	0.383227	NaN	NaN	NaN	40.708559	-0.325797	NaN	NaN	NaN	358.924004	0.030539	1.000000	28.000000
22072003.000000	2.000000	40.000000	77.499819	0.337931	NaN	1.932992	NaN	2.063477	-0.999951	NaN	1.738037	NaN	238.360606	0.052765	2.000000	15.000000
22072003.000000	2.000000	35.000000	95.150203	0.056919	NaN	0.908714	NaN	2.046482	-0.999999	NaN	1.660088	NaN	238.208469	0.029150	2.000000	14.000000
22072003.000000	2.000000	22.000000	6.492216	-0.042671	NaN	0.116001	NaN	2.081462	-1.000000	NaN	1.602901	NaN	238.278574	0.046263	2.000000	13.000000
22072003.000000	2.000000	7.000000	85.400864	0.058397	NaN	0.195645	NaN	1.379399	0.073145	NaN	2.302343	NaN	243.493410	0.061741	2.000000	14.000000
22072003.000000	2.000000	9.000000	54.840886	-0.123663	NaN	0.849800	NaN	1.985302	-0.996388	NaN	1.633259	NaN	238.237981	0.045490	2.000000	15.000000
22072003.000000	2.000000	3.000000	85.994423	0.307812	NaN	0.436949	NaN	2.186580	-1.000000	NaN	1.699396	NaN	238.348184	0.036634	2.000000	14.000000
22072003.000000	2.000000	12.000000	68.583211	-0.156305	NaN	0.444998	NaN	1.978882	-0.999988	NaN	1.643005	NaN	238.194219	0.050103	2.000000	17.000000
22072003.000000	2.000000	20.000000	18.578427	0.348606	NaN	0.287203	NaN	1.993988	-0.999999	NaN	1.686020	NaN	238.225545	0.045410	2.000000	16.000000
22072003.000000	2.000000	14.000000	70.849708	0.216777	NaN	1.316336	NaN	1.966797	-0.999805	NaN	1.558594	NaN	238.268629	0.039256	2.000000	18.000000
22072003.000000	2.000000	11.000000	8.211301	-0.056237	NaN	1.998247	NaN	2.221336	-0.999997	NaN	1.848770	NaN	238.643912	0.034782	2.000000	15.000000
22072003.000000	2.000000	27.000000	98.095023	-0.120742	NaN	0.167224	NaN	1.960754	-0.999997	NaN	1.654816	NaN	238.197750	0.044285	2.000000	16.000000
22072003.000000	2.000000	4.000000	55.953968	-0.160910	NaN	0.614888	NaN	1.925085	-1.000000	NaN	1.712632	NaN	238.157081	0.041625	2.000000	20.000000
22072003.000000	2.000000	24.000000	90.015220	0.372257	NaN	0.352481	NaN	2.042257	-0.961811	NaN	1.704476	NaN	238.253728	0.041367	2.000000	19.000000
22072003.000000	2.000000	33.000000	65.091651	-0.035851	NaN	0.590900	NaN	1.938945	-0.990339	NaN	1.726562	NaN	238.261315	0.051897	2.000000	18.000000
22072003.000000	2.000000	16.000000	48.741132	0.391182	NaN	0.385862	NaN	2.163744	-1.000000	NaN	1.607448	NaN	238.280392	0.034703	2.000000	20.000000
22072003.000000	2.000000	18.000000	7.496641	0.144285	NaN	1.782017	NaN	2.130510	-1.000000	NaN	1.652075	NaN	238.189944	0.031477	2.000000	19.000000
22072003.000000	2.000000	6.000000	61.791013	0.260804	NaN	0.433135	NaN	1.985160	-0.954558	NaN	1.632206	NaN	238.187833	0.050905	2.000000	19.000000
22072003.000000	2.000000	25.000000	19.033118	0.121756	NaN	1.064389	NaN	2.123524	-1.000000	NaN	1.610979	NaN	238.359202	0.049255	2.000000	19.000000
22072003.000000	2.000000	28.000000	17.606622	0.301914	NaN	1.293587	NaN	1.966797	-0.999951	NaN	1.643799	NaN	238.144642	0.036598	2.000000	21.000000
22072003.000000	2.000000	38.000000	90.306097	-0.185081	NaN	1.441985	NaN	2.158138	-1.000000	NaN	1.646598	NaN	238.273740	0.028781	2.000000	19.000000
22072003.000000	2.000000	5.000000	66.618093	0.064661	NaN	1.880633	NaN	2.059889	-0.999999	NaN	1.613300	NaN	238.179634	0.053209	2.000000	22.000000
22072003.000000	2.000000	39.000000	14.781892	0.200768	NaN	1.075093	NaN	2.000279	-1.000000	NaN	1.668596	NaN	238.196329	0.031690	1.000000	22.000000
22072003.000000	2.000000	10.000000	71.645522	0.193543	NaN	1.137224	NaN	2.050825	-1.000000	NaN	1.701028	NaN	238.223277	0.045435	2.000000	22.000000
22072003.000000	2.000000	29.000000	46.870773	-0.013041	NaN	0.013075	NaN	1.961887	-0.999055	NaN	1.686653	NaN	238.253903	0.049835	2.000000	18.000000
22072003.000000	2.000000	23.000000	33.005951	-0.085120	NaN	0.141315	NaN	1.368953	-1.000000	NaN	2.519721	NaN	242.298741	0.057423	2.000000	22.000000
22072003.000000	2.000000	8.000000	10.867453	0.054225	NaN	0.141720	NaN	1.909213	-0.995907	NaN	1.619567	NaN	238.256999	0.049121	2.000000	23.000000
22072003.000000	2.000000	36.000000	72.985847	-0.082352	NaN	1.482816	NaN	1.849311	-0.947682	NaN	1.722086	NaN	238.223794	0.050754	2.000000	21.000000
22072003.000000	2.000000	30.000000	78.207855	0.217031	NaN	1.208930	NaN	1.979472	-0.964156	NaN	1.717881	NaN	238.370202	0.039995	2.000000	22.000000
22072003.000000	2.000000	1.000000	43.570988	0.119437	NaN	0.893886	NaN	2.093122	-0.999999	NaN	1.612457	NaN	238.257881	0.037737	1.000000	25.000000
22072003.000000	2.000000	2.000000	48.259130	-0.012259	NaN	0.558291	NaN	1.984540	-0.799748	NaN	1.631862	NaN	238.448554	0.056807	2.000000	21.000000
22072003.000000	2.000000	15.000000	41.431642	0.002272	NaN	1.811251	NaN	1.889818	-0.999999	NaN	1.655099	NaN	238.218516	0.042164	2.000000	24.000000
22072003.000000	2.000000	37.000000	47.277471	0.035024	NaN	1.808083	NaN	1.864075	-0.999999	NaN	1.674259	NaN	238.197774	0.043030	2.000000	22.000000
22072003.000000	2.000000	31.000000	4.527320	0.214791	NaN	0.315833	NaN	2.075987	-1.000000	NaN	1.648931	NaN	238.141066	0.041814	1.000000	25.000000
22072003.000000	2.000000	32.000000	16.277520	0.212702	NaN	0.329235	NaN	1.955937	-0.962014	NaN	1.603128	NaN	238.172928	0.047303	1.000000	28.000000
22072003.000000	2.000000	13.000000	71.436162	0.388522	NaN	0.779313	NaN	1.996056	-1.000000	NaN	1.659035	NaN	238.180986	0.043304	2.000000	24.000000
22072003.000000	2.000000	19.000000	54.156382	-0.174951	NaN	1.240115	NaN	2.026934	-0.937980	NaN	1.647779	NaN	238.254710	0.043632	1.000000	27.000000
22072003.000000	2.000000	21.000000	86.982668	-0.190982	NaN	0.625028	NaN	1.978567	-0.999990	NaN	1.643880	NaN	238.235787	0.046916	2.000000	25.000000
22072003.000000	2.000000	26.000000	23.847828	0.243981	NaN	0.705611	NaN	1.984641	-1.000000	NaN	1.699765	NaN	238.271848	0.045346	1.000000	28.000000
22072003.000000	2.000000	34.000000	66.003542	0.321401	NaN	0.594904	NaN	1.994614	-0.953215	NaN	1.596331	NaN	238.309221	0.052162	2.000000	24.000000
22072003.000000	2.000000	17.000000	35.815079	0.246695	NaN	1.318872	NaN	2.039216	-0.981051	NaN	1.739841	NaN	238.298421	0.046365	1.000000	37.000000
22072003.000000	3.000000	19.000000	38.608897	0.088514	0.869264	NaN	NaN	18.160645	-0.047070	1.141602	NaN	NaN	352.208065	0.027787	2.000000	11.000000
22072003.000000	3.000000	38.000000	60.803798	-0.152017	0.178734	NaN	NaN	0.033203	-0.062012	1.530566	NaN	NaN	338.767824	0.030836	2.000000	12.000000
22072003.000000	3.000000	40.000000	75.037149	0.124698	0.640139	NaN	NaN	20.432617	0.093555	0.927637	NaN	NaN	353.743524	0.033014	2.000000	12.000000
22072003.000000	3.000000	12.000000	7.458783	0.005211	0.706002	NaN	NaN	11.054688	-0.246582	1.639941	NaN	NaN	348.425825	0.025172	2.000000	12.000000
22072003.000000	3.000000	13.000000	91.024431	0.329800	1.000289	NaN	NaN	0.009033	-0.186597	0.803735	NaN	NaN	321.032668	0.032091	2.000000	12.000000
22072003.000000	3.000000	30.000000	78.556440	0.241977	0.992456	NaN	NaN	20.432617	0.001855	0.825098	NaN	NaN	352.162094	0.038529	2.000000	12.000000
22072003.000000	3.000000	6.000000	91.121236	0.185237	0.812204	NaN	NaN	0.002042	-0.438919	0.911483	NaN	NaN	320.984214	0.038278	2.000000	11.000000
22072003.000000	3.000000	16.000000	46.663626	0.223577	0.079811	NaN	NaN	0.033203	-0.407715	0.940625	NaN	NaN	320.898110	0.030380	2.000000	12.000000
22072003.000000	3.000000	36.000000	16.064483	0.174267	0.613964	NaN	NaN	5.882324	-0.227832	1.671387	NaN	NaN	344.793850	0.034876	2.000000	12.000000
22072003.000000	3.000000	26.000000	95.902738	-0.081033	0.591429	NaN	NaN	5.833984	-0.075781	1.758203	NaN	NaN	348.395256	0.028816	2.000000	12.000000
22072003.000000	3.000000	25.000000	19.047978	0.112114	1.354956	NaN	NaN	0.000489	-0.309726	0.822549	NaN	NaN	320.298688	0.026044	2.000000	11.000000
22072003.000000	3.000000	17.000000	35.022174	-0.070405	0.533767	NaN	NaN	0.033203	-0.264453	0.779980	NaN	NaN	320.432588	0.036177	2.000000	12.000000
22072003.000000	3.000000	3.000000	89.460747	0.268094	1.234838	NaN	NaN	0.000725	-0.397177	0.884068	NaN	NaN	320.609899	0.029100	2.000000	11.000000
22072003.000000	3.000000	27.000000	52.392600	0.139874	0.748385	NaN	NaN	0.012810	-0.326045	0.901180	NaN	NaN	320.878887	0.031005	2.000000	11.000000
22072003.000000	3.000000	1.000000	8.448028	0.259808	0.540126	NaN	NaN	0.009033	-0.272949	0.796558	NaN	NaN	320.289483	0.035444	2.000000	16.000000
22072003.000000	3.000000	24.000000	96.466752	0.062373	0.000473	NaN	NaN	0.000000	-0.347952	0.838034	NaN	NaN	320.318080	0.029935	2.000000	14.000000
22072003.000000	3.000000	29.000000	38.079450	0.031033	0.176909	NaN	NaN	0.000000	-0.381780	0.865200	NaN	NaN	320.490061	0.025532	2.000000	11.000000
22072003.000000	3.000000	4.000000	69.110073	0.366784	0.497136	NaN	NaN	0.000002	-0.263413	0.765667	NaN	NaN	320.214283	0.028701	2.000000	16.000000
22072003.000000	3.000000	8.000000	28.711354	-0.136769	1.047704	NaN	NaN	0.000000	-0.310461	0.791172	NaN	NaN	320.273537	0.022640	2.000000	17.000000
22072003.000000	3.000000	39.000000	97.071212	0.093682	0.757656	NaN	NaN	0.000000	-0.295256	0.785843	NaN	NaN	320.152392	0.038027	2.000000	19.000000
22072003.000000	3.000000	15.000000	65.787822	0.163023	1.178755	NaN	NaN	0.000008	-0.257845	0.767308	NaN	NaN	320.209763	0.024076	2.000000	17.000000
22072003.000000	3.000000	20.000000	85.638649	0.354843	0.649537	NaN	NaN	0.001209	0.117769	0.705386	NaN	NaN	323.444593	0.032093	2.000000	20.000000
22072003.000000	3.000000	22.000000	14.313046	-0.100663	0.214562	NaN	NaN	0.000000	-0.279910	0.775729	NaN	NaN	320.189083	0.033331	2.000000	22.000000
22072003.000000	3.000000	31.000000	98.155602	0.368628	0.426151	NaN	NaN	0.000725	-0.161630	0.694286	NaN	NaN	320.600091	0.029971	2.000000	22.000000
22072003.000000	3.000000	7.000000	80.818524	0.109650	0.005582	NaN	NaN	0.000000	-0.227298	0.746706	NaN	NaN	320.338147	0.032200	1.000000	19.000000
22072003.000000	3.000000	9.000000	12.561145	0.380061	0.151221	NaN	NaN	0.000477	-0.335234	0.802907	NaN	NaN	320.326582	0.032955	2.000000	18.000000
22072003.000000	3.000000	2.000000	16.785690	0.144627	0.978375	NaN	NaN	0.000000	-0.303038	0.789206	NaN	NaN	320.248898	0.033199	2.000000	22.000000
22072003.000000	3.000000	37.000000	64.153047	0.351722	0.697610	NaN	NaN	0.000000	-0.466361	0.999631	NaN	NaN	321.334205	0.028617	1.000000	20.000000
22072003.000000	3.000000	33.000000	16.373252	0.176214	1.341435	NaN	NaN	0.000000	-0.296319	0.783634	NaN	NaN	320.237477	0.041280	1.000000	19.000000
22072003.000000	3.000000	28.000000	75.327341	0.211950	1.340735	NaN	NaN	0.000000	-0.306243	0.791741	NaN	NaN	320.251770	0.033386	1.000000	23.000000
22072003.000000	3.000000	5.000000	26.382609	0.331108	0.033936	NaN	NaN	0.000002	-0.127696	0.703861	NaN	NaN	320.789853	0.035878	1.000000	20.000000
22072003.000000	3.000000	34.000000	47.818849	-0.143047	0.297422	NaN	NaN	0.000000	-0.316959	0.812210	NaN	NaN	320.289649	0.027948	1.000000	25.000000
22072003.000000	3.000000	21.000000	22.103042	-0.054845	0.803014	NaN	NaN	0.000000	-0.262235	0.763412	NaN	NaN	320.175494	0.033551	1.000000	24.000000
22072003.000000	3.000000	14.000000	68.112088	0.115946	1.102782	NaN	NaN	0.000000	-0.468587	1.004981	NaN	NaN	321.318735	0.028684	1.000000	22.000000
22072003.000000	3.000000	10.000000	34.625567	0.383938	0.274091	NaN	NaN	0.000000	-0.324527	0.820514	NaN	NaN	320.272238	0.031275	1.000000	27.000000
22072003.000000	3.000000	35.000000	91.889322	0.340377	0.332115	NaN	NaN	0.000000	-0.255307	0.765832	NaN	NaN	320.254084	0.030183	1.000000	27.000000
22072003.000000	3.000000	18.000000	10.304397	-0.050810	0.258165	NaN	NaN	0.000000	-0.269130	0.770901	NaN	NaN	320.223602	0.029604	1.000000	31.000000
22072003.000000	3.000000	23.000000	30.943877	-0.069857	0.542962	NaN	NaN	0.000158	-0.232270	0.768795	NaN	NaN	320.348431	0.021685	1.000000	33.000000
22072003.000000	3.000000	32.000000	54.047571	0.321274	0.986560	NaN	NaN	0.000032	-0.371968	0.862646	NaN	NaN	320.472393	0.027143	1.000000	33.000000
22072003.000000	3.000000	11.000000	55.717602	-0.156111	0.573358	NaN	NaN	0.000411	-0.300516	0.799553	NaN	NaN	320.245397	0.028028	1.000000	41.000000
22072003.000000	4.000000	27.000000	92.116819	-0.150828	0.198237	1.331729	NaN	0.009033	0.748779	0.015039	1.153320	NaN	223.425669	0.036997	2.000000	15.000000
22072003.000000	4.000000	34.000000	5.159089	-0.036433	0.550394	0.343251	NaN	0.033203	-0.979883	0.183203	2.413086	NaN	239.474221	0.030305	2.000000	14.000000
22072003.000000	4.000000	6.000000	17.529427	-0.007087	0.390149	0.167723	NaN	0.033203	-0.975488	0.034863	1.632812	NaN	222.959528	0.020549	2.000000	16.000000
22072003.000000	4.000000	10.000000	75.747659	0.059601	0.145641	0.145985	NaN	0.009033	-0.130347	0.018115	1.794434	NaN	224.836002	0.033525	2.000000	16.000000
22072003.000000	4.000000	24.000000	92.414848	-0.048272	0.966705	1.805487	NaN	0.000017	-0.755621	0.028011	1.228077	NaN	221.456484	0.026430	2.000000	14.000000
22072003.000000	4.000000	2.000000	11.205431	0.221043	1.142150	0.548924	NaN	0.002991	-0.937750	0.050970	1.285706	NaN	222.182562	0.028441	2.000000	19.000000
22072003.000000	4.000000	26.000000	62.854233	0.257116	0.735936	1.629645	NaN	0.045346	-0.514698	0.021992	1.614468	NaN	222.410352	0.028703	2.000000	13.000000
22072003.000000	4.000000	3.000000	51.660854	-0.131467	0.248900	1.336788	NaN	0.000005	-0.982852	0.029702	1.253158	NaN	221.484187	0.037627	2.000000	13.000000
22072003.000000	4.000000	20.000000	69.250485	0.260478	0.197727	1.888588	NaN	0.002991	-0.368512	0.028625	1.187195	NaN	221.806616	0.023771	2.000000	21.000000
22072003.000000	4.000000	12.000000	61.910749	0.393501	0.434425	1.258537	NaN	0.000725	-0.962886	0.025186	1.182358	NaN	221.582505	0.031434	2.000000	19.000000
22072003.000000	4.000000	31.000000	55.278102	-0.126834	1.086386	1.605728	NaN	0.000158	-0.999999	0.028834	1.208233	NaN	221.479146	0.025987	2.000000	23.000000
22072003.000000	4.000000	40.000000	27.370941	-0.128759	0.567030	0.165120	NaN	0.000117	-1.000000	0.035211	1.189669	NaN	221.606903	0.028244	1.000000	20.000000
22072003.000000	4.000000	17.000000	59.267944	0.086679	0.122652	0.748674	NaN	0.000158	-0.989170	0.036351	1.312817	NaN	221.683533	0.024188	2.000000	23.000000
22072003.000000	4.000000	8.000000	89.558312	0.284282	0.318559	0.981634	NaN	0.000158	-0.889840	0.026852	1.240849	NaN	221.461975	0.028746	2.000000	20.000000
22072003.000000	4.000000	5.000000	97.366296	0.295758	0.609037	1.286102	NaN	0.029372	-0.591189	0.025728	1.294033	NaN	221.341219	0.031264	1.000000	20.000000
22072003.000000	4.000000	30.000000	58.761723	-0.124678	1.201610	1.279334	NaN	0.035574	-0.980392	0.028193	1.311230	NaN	221.219190	0.034370	2.000000	20.000000
22072003.000000	4.000000	14.000000	80.532889	-0.075982	0.164266	1.131190	NaN	0.000528	-0.999998	0.027121	1.242587	NaN	221.492579	0.025188	1.000000	25.000000
22072003.000000	4.000000	39.000000	43.305190	-0.028861	0.385707	1.501659	NaN	0.029464	-0.774049	0.031196	1.329517	NaN	221.247292	0.026008	1.000000	26.000000
22072003.000000	4.000000	25.000000	26.421625	0.308803	0.110853	1.611470	NaN	0.026219	-0.670398	0.027911	1.316408	NaN	221.281702	0.023717	2.000000	28.000000
22072003.000000	4.000000	29.000000	31.400150	0.236484	0.956835	0.274788	NaN	0.027897	-0.856472	0.023153	1.285360	NaN	221.244685	0.031592	1.000000	24.000000
22072003.000000	4.000000	7.000000	17.308723	0.252720	0.313332	1.944579	NaN	0.014459	-0.576802	0.024025	1.269702	NaN	221.324570	0.029774	1.000000	26.000000
22072003.000000	4.000000	13.000000	50.601443	0.054811	0.812130	0.718586	NaN	0.018056	-0.993340	0.026100	1.248607	NaN	221.256260	0.028091	1.000000	29.000000
22072003.000000	4.000000	16.000000	92.547582	0.125525	0.884424	0.737036	NaN	0.020780	-0.823838	0.029547	1.242272	NaN	221.247792	0.031684	1.000000	26.000000
22072003.000000	4.000000	22.000000	89.726903	0.087945	0.100172	0.610410	NaN	0.033487	-0.944164	0.025886	1.334319	NaN	221.178184	0.028621	1.000000	35.000000
22072003.000000	4.000000	32.000000	65.190654	0.120965	0.141525	1.047980	NaN	0.036605	-0.774675	0.028522	1.306565	NaN	221.239450	0.028078	1.000000	30.000000
22072003.000000	4.000000	18.000000	87.016488	-0.086891	0.353999	0.667445	NaN	0.014489	-0.975239	0.024628	1.277439	NaN	221.204466	0.027858	1.000000	27.000000
22072003.000000	4.000000	11.000000	71.945344	0.145416	0.661447	1.273946	NaN	0.037725	-0.848138	0.034328	1.268437	NaN	221.285070	0.033192	1.000000	33.000000
22072003.000000	4.000000	1.000000	30.012345	-0.165449	1.127725	0.410538	NaN	0.071134	1.372890	0.007435	3.514079	NaN	237.815352	0.030263	1.000000	36.000000
22072003.000000	4.000000	9.000000	20.855321	-0.198605	0.881251	1.633211	NaN	0.028079	-0.999674	0.025303	1.348556	NaN	221.304234	0.032514	1.000000	33.000000
22072003.000000	4.000000	23.000000	84.039655	0.014972	1.376102	0.955970	NaN	0.030146	-0.838810	0.026894	1.298538	NaN	221.147223	0.030640	2.000000	36.000000
