subID	Model	randi	Mp0	delta0	wp0	scl0	Mp	delta	wp	scl	detla2	nll	nllsd	success	iterations
22071804.000000	5.000000	24.000000	84.938910	-0.196238	1.005854	1.696532	-0.106866	0.000000	0.635151	0.134526	1.044851	3.290187	229.948097	0.032290	1.000000	35.000000
22071804.000000	5.000000	36.000000	60.250523	0.077640	1.368441	1.816486	0.039138	0.001046	1.351727	0.111077	1.568682	-0.130285	230.369515	0.029252	1.000000	34.000000
22071804.000000	5.000000	25.000000	6.359048	-0.138572	0.559523	0.491130	-0.040024	0.019320	0.867406	0.133738	1.141772	0.097507	230.162147	0.023455	2.000000	41.000000
22071804.000000	5.000000	17.000000	7.145407	0.294131	1.328660	1.594227	0.218087	0.000000	1.327950	0.116055	1.528511	-0.349210	230.262105	0.033458	1.000000	42.000000
22071804.000000	5.000000	29.000000	68.498430	0.266234	0.928938	0.257867	0.012249	0.000000	0.575891	0.127219	1.319107	4.000000	230.158774	0.032286	1.000000	50.000000
22071804.000000	5.000000	18.000000	11.720352	-0.033409	0.848262	0.227697	0.061012	0.000489	0.786566	0.126273	1.092361	3.874895	230.049271	0.039903	2.000000	55.000000
22071805.000000	1.000000	40.000000	26.442767	0.005689	NaN	NaN	NaN	45.569336	-0.336523	NaN	NaN	NaN	283.277136	0.029802	2.000000	12.000000
22071805.000000	1.000000	7.000000	70.396327	0.048025	NaN	NaN	NaN	47.309570	-0.328320	NaN	NaN	NaN	283.168156	0.030723	2.000000	11.000000
22071805.000000	1.000000	38.000000	1.418852	-0.143582	NaN	NaN	NaN	48.212921	-0.322552	NaN	NaN	NaN	283.167796	0.028214	2.000000	12.000000
22071805.000000	1.000000	5.000000	83.309693	-0.044090	NaN	NaN	NaN	46.004017	-0.278917	NaN	NaN	NaN	283.328521	0.035077	2.000000	12.000000
22071805.000000	1.000000	8.000000	91.926569	0.303229	NaN	NaN	NaN	41.605469	-0.146094	NaN	NaN	NaN	284.256130	0.035765	2.000000	11.000000
22071805.000000	1.000000	28.000000	93.333857	-0.131848	NaN	NaN	NaN	43.925781	-0.235156	NaN	NaN	NaN	283.449231	0.039386	2.000000	11.000000
22071805.000000	1.000000	9.000000	54.246778	0.225097	NaN	NaN	NaN	49.641968	-0.368091	NaN	NaN	NaN	283.278293	0.040882	2.000000	11.000000
22071805.000000	1.000000	24.000000	26.313741	0.054450	NaN	NaN	NaN	51.950195	-0.270020	NaN	NaN	NaN	284.561494	0.036997	2.000000	12.000000
22071805.000000	1.000000	30.000000	24.278163	0.133516	NaN	NaN	NaN	48.566406	-0.319531	NaN	NaN	NaN	283.241369	0.033853	2.000000	11.000000
22071805.000000	1.000000	37.000000	70.656601	0.397863	NaN	NaN	NaN	49.618695	-0.489778	NaN	NaN	NaN	285.595484	0.041019	2.000000	12.000000
22071805.000000	1.000000	11.000000	61.124891	0.067022	NaN	NaN	NaN	64.808594	-0.020923	NaN	NaN	NaN	297.822911	0.026749	2.000000	12.000000
22071805.000000	1.000000	39.000000	80.226586	-0.147145	NaN	NaN	NaN	47.285400	-0.307574	NaN	NaN	NaN	283.278018	0.038074	2.000000	15.000000
22071805.000000	1.000000	4.000000	64.903091	-0.185534	NaN	NaN	NaN	47.505328	-0.345941	NaN	NaN	NaN	283.173960	0.047568	2.000000	11.000000
22071805.000000	1.000000	26.000000	55.538432	-0.024911	NaN	NaN	NaN	50.179796	-0.382013	NaN	NaN	NaN	283.261686	0.033854	2.000000	11.000000
22071805.000000	1.000000	22.000000	45.020954	0.187657	NaN	NaN	NaN	47.663622	-0.349302	NaN	NaN	NaN	283.165902	0.036872	2.000000	13.000000
22071805.000000	1.000000	12.000000	61.006576	-0.026582	NaN	NaN	NaN	47.095310	-0.309303	NaN	NaN	NaN	283.187827	0.033735	2.000000	12.000000
22071805.000000	1.000000	34.000000	52.183735	-0.035249	NaN	NaN	NaN	49.064156	-0.338405	NaN	NaN	NaN	283.186741	0.036511	2.000000	12.000000
22071805.000000	1.000000	36.000000	31.424504	0.204597	NaN	NaN	NaN	47.927414	-0.347299	NaN	NaN	NaN	283.229444	0.035285	2.000000	11.000000
22071805.000000	1.000000	29.000000	51.271077	0.300319	NaN	NaN	NaN	46.386770	-0.329200	NaN	NaN	NaN	283.179483	0.037898	2.000000	11.000000
22071805.000000	1.000000	21.000000	45.763975	0.142410	NaN	NaN	NaN	45.656173	-0.281167	NaN	NaN	NaN	283.215258	0.032507	2.000000	11.000000
22071805.000000	1.000000	20.000000	85.441388	0.142307	NaN	NaN	NaN	48.566029	-0.358910	NaN	NaN	NaN	283.202636	0.039068	2.000000	15.000000
22071805.000000	1.000000	1.000000	5.650935	-0.135563	NaN	NaN	NaN	47.773992	-0.332460	NaN	NaN	NaN	283.170581	0.038395	2.000000	11.000000
22071805.000000	1.000000	32.000000	8.505311	0.245921	NaN	NaN	NaN	46.760708	-0.321154	NaN	NaN	NaN	283.184256	0.045030	2.000000	17.000000
22071805.000000	1.000000	33.000000	74.069460	-0.190669	NaN	NaN	NaN	48.098161	-0.323523	NaN	NaN	NaN	283.256679	0.036653	2.000000	11.000000
22071805.000000	1.000000	18.000000	73.788360	-0.147427	NaN	NaN	NaN	48.484284	-0.337267	NaN	NaN	NaN	283.215110	0.031166	2.000000	16.000000
22071805.000000	1.000000	6.000000	80.268012	0.332953	NaN	NaN	NaN	47.814306	-0.334721	NaN	NaN	NaN	283.222608	0.032550	2.000000	16.000000
22071805.000000	1.000000	10.000000	48.660085	0.224307	NaN	NaN	NaN	46.090332	-0.310316	NaN	NaN	NaN	283.157343	0.039065	2.000000	17.000000
22071805.000000	1.000000	3.000000	5.863527	-0.035059	NaN	NaN	NaN	47.426292	-0.331902	NaN	NaN	NaN	283.198904	0.036095	2.000000	16.000000
22071805.000000	1.000000	31.000000	52.465072	0.298501	NaN	NaN	NaN	46.671731	-0.307615	NaN	NaN	NaN	283.132548	0.036836	2.000000	17.000000
22071805.000000	1.000000	14.000000	80.629861	0.263976	NaN	NaN	NaN	46.495530	-0.317879	NaN	NaN	NaN	283.173512	0.039775	1.000000	17.000000
22071805.000000	1.000000	2.000000	74.874232	-0.127888	NaN	NaN	NaN	49.018648	-0.331047	NaN	NaN	NaN	283.205401	0.034482	2.000000	17.000000
22071805.000000	1.000000	16.000000	99.826012	-0.036642	NaN	NaN	NaN	47.828398	-0.333759	NaN	NaN	NaN	283.154040	0.038281	2.000000	19.000000
22071805.000000	1.000000	25.000000	30.240400	0.314837	NaN	NaN	NaN	47.696032	-0.330820	NaN	NaN	NaN	283.171434	0.029416	1.000000	22.000000
22071805.000000	1.000000	23.000000	89.727247	0.250436	NaN	NaN	NaN	47.910313	-0.320345	NaN	NaN	NaN	283.172380	0.030401	2.000000	21.000000
22071805.000000	1.000000	35.000000	18.882928	0.237405	NaN	NaN	NaN	48.367542	-0.342974	NaN	NaN	NaN	283.183437	0.038420	2.000000	19.000000
22071805.000000	1.000000	19.000000	77.361506	-0.146478	NaN	NaN	NaN	48.341121	-0.344573	NaN	NaN	NaN	283.212838	0.031228	1.000000	20.000000
22071805.000000	1.000000	17.000000	81.224826	0.316887	NaN	NaN	NaN	47.576804	-0.335998	NaN	NaN	NaN	283.184015	0.031466	2.000000	20.000000
22071805.000000	1.000000	27.000000	86.906969	-0.154063	NaN	NaN	NaN	46.508242	-0.309165	NaN	NaN	NaN	283.241795	0.035713	2.000000	22.000000
22071805.000000	1.000000	15.000000	62.810397	0.057541	NaN	NaN	NaN	49.085486	-0.364723	NaN	NaN	NaN	283.204081	0.033782	1.000000	24.000000
22071805.000000	1.000000	13.000000	15.174478	-0.124051	NaN	NaN	NaN	48.878839	-0.353239	NaN	NaN	NaN	283.147489	0.041921	2.000000	31.000000
22071805.000000	2.000000	10.000000	99.987389	-0.096827	NaN	1.743280	NaN	47.152466	-0.257715	NaN	0.000000	NaN	283.541100	0.035698	2.000000	12.000000
22071805.000000	2.000000	20.000000	57.130055	-0.080690	NaN	0.548989	NaN	48.199019	-0.323946	NaN	0.000000	NaN	283.237073	0.038115	2.000000	11.000000
22071805.000000	2.000000	23.000000	3.090155	0.336147	NaN	0.141705	NaN	46.669823	-0.316542	NaN	0.000000	NaN	283.195980	0.029489	2.000000	12.000000
22071805.000000	2.000000	30.000000	87.776449	0.325762	NaN	1.846938	NaN	47.418335	-0.345184	NaN	0.000000	NaN	283.133108	0.033884	2.000000	12.000000
22071805.000000	2.000000	11.000000	82.776336	-0.127656	NaN	1.359533	NaN	48.558605	-0.353262	NaN	0.000000	NaN	283.251733	0.032834	2.000000	11.000000
22071805.000000	2.000000	36.000000	82.533969	-0.174774	NaN	0.073571	NaN	50.638977	-0.401123	NaN	0.453979	NaN	283.503561	0.039698	2.000000	12.000000
22071805.000000	2.000000	5.000000	76.935501	0.281705	NaN	1.288778	NaN	48.199326	-0.329877	NaN	0.224548	NaN	283.202395	0.036528	2.000000	15.000000
22071805.000000	2.000000	27.000000	29.025911	0.116460	NaN	1.850283	NaN	48.739334	-0.366772	NaN	0.000231	NaN	283.215120	0.029303	2.000000	15.000000
22071805.000000	2.000000	15.000000	22.520591	0.244882	NaN	1.340319	NaN	47.329586	-0.319560	NaN	0.000000	NaN	283.135014	0.031924	2.000000	17.000000
22071805.000000	2.000000	2.000000	64.385808	0.294159	NaN	1.420317	NaN	49.287139	-0.340312	NaN	0.031350	NaN	283.237691	0.032550	2.000000	15.000000
22071805.000000	2.000000	38.000000	99.876885	0.350641	NaN	0.325428	NaN	45.432183	-0.284170	NaN	0.000000	NaN	283.237004	0.033814	2.000000	17.000000
22071805.000000	2.000000	26.000000	14.529309	0.210930	NaN	1.653899	NaN	47.549948	-0.333675	NaN	0.000000	NaN	283.134961	0.031917	2.000000	15.000000
22071805.000000	2.000000	6.000000	33.361777	-0.144632	NaN	0.225539	NaN	48.079798	-0.345543	NaN	0.000000	NaN	283.110846	0.034422	2.000000	15.000000
22071805.000000	2.000000	32.000000	9.569575	0.233875	NaN	0.321251	NaN	48.482139	-0.339610	NaN	0.000000	NaN	283.194247	0.036794	2.000000	18.000000
22071805.000000	2.000000	31.000000	12.914634	0.216916	NaN	1.212432	NaN	47.016076	-0.319516	NaN	0.000000	NaN	283.203713	0.034826	2.000000	16.000000
22071805.000000	2.000000	22.000000	12.683577	-0.169262	NaN	0.052942	NaN	46.698993	-0.310389	NaN	0.000226	NaN	283.202180	0.028700	2.000000	20.000000
22071805.000000	2.000000	24.000000	56.266516	0.047426	NaN	1.122875	NaN	45.224348	-0.284092	NaN	0.000000	NaN	283.224530	0.027205	2.000000	18.000000
22071805.000000	2.000000	17.000000	75.643252	0.022077	NaN	0.030217	NaN	48.220577	-0.342473	NaN	0.000000	NaN	283.144655	0.042375	2.000000	18.000000
22071805.000000	2.000000	4.000000	11.023750	0.147078	NaN	0.593015	NaN	48.712486	-0.354498	NaN	0.000000	NaN	283.154531	0.033215	2.000000	18.000000
22071805.000000	2.000000	28.000000	13.784507	-0.098433	NaN	0.140321	NaN	47.701126	-0.335898	NaN	0.000000	NaN	283.156211	0.031641	2.000000	20.000000
22071805.000000	2.000000	19.000000	29.172415	-0.175281	NaN	0.754169	NaN	47.094035	-0.317849	NaN	0.000244	NaN	283.218264	0.035552	2.000000	17.000000
22071805.000000	2.000000	13.000000	21.466620	-0.107905	NaN	0.221680	NaN	45.225717	-0.294879	NaN	0.000006	NaN	283.255860	0.030200	2.000000	20.000000
22071805.000000	2.000000	21.000000	66.971272	-0.158492	NaN	1.809755	NaN	46.590489	-0.314941	NaN	0.000000	NaN	283.173507	0.034590	2.000000	19.000000
22071805.000000	2.000000	3.000000	13.929209	0.101222	NaN	0.345523	NaN	46.561403	-0.346341	NaN	0.004720	NaN	283.220586	0.035614	1.000000	25.000000
22071805.000000	2.000000	12.000000	67.714366	-0.188374	NaN	0.763459	NaN	48.779687	-0.363495	NaN	0.000488	NaN	283.212021	0.022540	2.000000	23.000000
22071805.000000	2.000000	8.000000	27.495642	0.060116	NaN	1.192613	NaN	46.710446	-0.321706	NaN	0.000000	NaN	283.205815	0.030244	2.000000	24.000000
22071805.000000	2.000000	1.000000	36.973376	-0.066457	NaN	0.897860	NaN	46.979887	-0.324242	NaN	0.003704	NaN	283.162811	0.029994	1.000000	22.000000
22071805.000000	2.000000	39.000000	91.055467	0.024823	NaN	1.018923	NaN	48.018676	-0.341935	NaN	0.000000	NaN	283.195222	0.035984	2.000000	23.000000
22071805.000000	2.000000	14.000000	54.393063	0.219375	NaN	1.550407	NaN	48.112395	-0.347982	NaN	0.000003	NaN	283.157652	0.039886	1.000000	22.000000
22071805.000000	2.000000	7.000000	6.495362	-0.160556	NaN	1.947758	NaN	49.243583	-0.367771	NaN	0.140938	NaN	283.262851	0.034957	2.000000	22.000000
22071805.000000	2.000000	34.000000	37.879321	-0.150823	NaN	0.823049	NaN	48.801086	-0.359944	NaN	0.000000	NaN	283.216192	0.031268	2.000000	23.000000
22071805.000000	2.000000	33.000000	99.065546	-0.099434	NaN	1.165840	NaN	49.287161	-0.363807	NaN	0.000000	NaN	283.255833	0.036227	1.000000	23.000000
22071805.000000	2.000000	16.000000	26.643068	0.311704	NaN	1.409958	NaN	47.682666	-0.339254	NaN	0.000000	NaN	283.180204	0.026475	1.000000	24.000000
22071805.000000	2.000000	18.000000	42.093409	-0.082328	NaN	1.117504	NaN	48.204507	-0.331234	NaN	0.000000	NaN	283.171220	0.039606	1.000000	26.000000
22071805.000000	2.000000	29.000000	17.236066	-0.076900	NaN	1.241705	NaN	50.584181	-0.388021	NaN	0.182376	NaN	283.280126	0.034756	1.000000	26.000000
22071805.000000	2.000000	9.000000	42.529296	-0.082853	NaN	0.009085	NaN	47.749646	-0.333591	NaN	0.000237	NaN	283.209569	0.036701	1.000000	20.000000
22071805.000000	2.000000	37.000000	1.150417	0.089861	NaN	1.971621	NaN	45.049111	-0.284663	NaN	0.033553	NaN	283.284029	0.032269	1.000000	23.000000
22071805.000000	2.000000	35.000000	20.136223	-0.179609	NaN	1.038057	NaN	46.983506	-0.333027	NaN	0.000015	NaN	283.197970	0.027988	1.000000	24.000000
22071805.000000	2.000000	25.000000	24.335139	-0.188548	NaN	0.527439	NaN	46.741397	-0.308053	NaN	0.190292	NaN	283.205258	0.035532	2.000000	24.000000
22071805.000000	2.000000	40.000000	2.558159	-0.177640	NaN	1.443889	NaN	48.387657	-0.352493	NaN	0.000000	NaN	283.222151	0.042492	1.000000	31.000000
22071805.000000	3.000000	22.000000	22.810732	0.150879	0.716542	NaN	NaN	62.294922	-0.278516	0.013672	NaN	NaN	290.029911	0.027798	2.000000	11.000000
22071805.000000	3.000000	31.000000	93.293108	-0.183092	1.047301	NaN	NaN	43.372894	-0.310632	0.000000	NaN	NaN	283.577288	0.042170	2.000000	11.000000
22071805.000000	3.000000	39.000000	80.937216	-0.046799	0.744822	NaN	NaN	48.759010	-0.446840	0.000000	NaN	NaN	284.363894	0.027178	2.000000	11.000000
22071805.000000	3.000000	7.000000	16.356732	0.177101	1.014886	NaN	NaN	60.071289	-0.368164	0.025977	NaN	NaN	287.500289	0.024430	2.000000	12.000000
22071805.000000	3.000000	26.000000	67.160754	0.182880	1.165358	NaN	NaN	45.569336	-0.334473	0.000000	NaN	NaN	283.288050	0.052373	2.000000	12.000000
22071805.000000	3.000000	10.000000	15.139968	0.313283	1.071393	NaN	NaN	45.303467	-0.312939	0.000000	NaN	NaN	283.212161	0.040369	2.000000	11.000000
22071805.000000	3.000000	12.000000	80.356036	0.005750	0.345492	NaN	NaN	38.753418	-0.156641	0.301465	NaN	NaN	306.188258	0.036271	2.000000	11.000000
22071805.000000	3.000000	38.000000	78.567452	0.302645	0.055537	NaN	NaN	51.713028	-0.398074	0.002232	NaN	NaN	283.389773	0.031993	2.000000	11.000000
22071805.000000	3.000000	30.000000	33.297623	0.139034	0.197459	NaN	NaN	13.229980	-0.266211	0.487402	NaN	NaN	304.537611	0.028904	2.000000	12.000000
22071805.000000	3.000000	5.000000	2.790031	0.268670	0.334581	NaN	NaN	32.130859	-0.386328	0.133984	NaN	NaN	284.707154	0.042711	2.000000	11.000000
22071805.000000	3.000000	19.000000	70.938060	0.280726	0.863163	NaN	NaN	24.589844	-0.347949	0.208496	NaN	NaN	286.635277	0.040986	2.000000	13.000000
22071805.000000	3.000000	18.000000	31.937722	-0.087892	1.206110	NaN	NaN	37.834961	-0.270898	0.094336	NaN	NaN	285.474276	0.026735	2.000000	11.000000
22071805.000000	3.000000	34.000000	75.730299	-0.196818	0.756481	NaN	NaN	51.418587	-0.455125	0.000000	NaN	NaN	283.939672	0.036131	2.000000	11.000000
22071805.000000	3.000000	17.000000	57.624981	0.322633	0.406556	NaN	NaN	45.768723	-0.313331	0.000000	NaN	NaN	283.256571	0.041496	2.000000	11.000000
22071805.000000	3.000000	8.000000	17.503290	-0.034721	1.154509	NaN	NaN	50.776384	-0.380104	0.000754	NaN	NaN	283.354303	0.039734	2.000000	11.000000
22071805.000000	3.000000	40.000000	11.139820	-0.015876	0.348658	NaN	NaN	48.833960	-0.350934	0.000000	NaN	NaN	283.135359	0.035812	2.000000	11.000000
22071805.000000	3.000000	27.000000	81.959209	-0.153681	1.142694	NaN	NaN	12.723144	-0.413606	0.277405	NaN	NaN	286.835874	0.034783	2.000000	11.000000
22071805.000000	3.000000	20.000000	1.994014	-0.176948	1.036668	NaN	NaN	46.052734	0.016797	0.068359	NaN	NaN	294.235805	0.025114	2.000000	11.000000
22071805.000000	3.000000	14.000000	61.171419	-0.025282	0.425910	NaN	NaN	42.384663	-0.164036	0.000000	NaN	NaN	284.058159	0.042508	2.000000	11.000000
22071805.000000	3.000000	36.000000	95.735122	-0.099359	0.401160	NaN	NaN	32.130859	0.017969	0.339746	NaN	NaN	311.082010	0.032054	2.000000	11.000000
22071805.000000	3.000000	11.000000	45.639732	0.288321	0.916461	NaN	NaN	23.286084	-0.339028	0.166111	NaN	NaN	285.174175	0.039203	2.000000	11.000000
22071805.000000	3.000000	15.000000	67.896557	0.242752	0.361759	NaN	NaN	0.000158	-0.329958	0.326515	NaN	NaN	288.047751	0.037452	2.000000	15.000000
22071805.000000	3.000000	3.000000	23.607110	-0.008716	0.678634	NaN	NaN	48.520616	-0.340545	0.000000	NaN	NaN	283.165566	0.042821	2.000000	19.000000
22071805.000000	3.000000	23.000000	63.000930	-0.176017	0.649535	NaN	NaN	27.643940	-0.286220	0.128294	NaN	NaN	284.829424	0.037721	2.000000	16.000000
22071805.000000	3.000000	1.000000	20.781668	-0.159579	0.993992	NaN	NaN	39.558000	-0.270391	0.036875	NaN	NaN	283.657172	0.043105	2.000000	11.000000
22071805.000000	3.000000	37.000000	33.610589	-0.187974	0.813934	NaN	NaN	47.624582	-0.348243	0.000000	NaN	NaN	283.216889	0.028467	1.000000	20.000000
22071805.000000	3.000000	24.000000	30.813433	0.068476	0.493010	NaN	NaN	43.342564	-0.167710	0.000000	NaN	NaN	284.139787	0.032358	2.000000	18.000000
22071805.000000	3.000000	35.000000	27.129819	0.123325	0.620959	NaN	NaN	0.009033	-0.293750	0.314966	NaN	NaN	288.171475	0.031741	1.000000	22.000000
22071805.000000	3.000000	4.000000	21.838337	0.353620	1.021032	NaN	NaN	44.949550	-0.311851	0.000000	NaN	NaN	283.286983	0.037874	1.000000	22.000000
22071805.000000	3.000000	29.000000	91.345517	0.338532	0.487092	NaN	NaN	45.821876	-0.280786	0.000000	NaN	NaN	283.270495	0.032709	2.000000	22.000000
22071805.000000	3.000000	16.000000	50.164220	-0.126199	0.881105	NaN	NaN	47.001923	-0.318158	0.000000	NaN	NaN	283.165749	0.037857	2.000000	20.000000
22071805.000000	3.000000	6.000000	84.358416	0.186333	0.839558	NaN	NaN	46.399327	-0.315736	0.000000	NaN	NaN	283.079870	0.026426	1.000000	26.000000
22071805.000000	3.000000	9.000000	59.639630	0.323685	1.009789	NaN	NaN	17.333011	-0.422580	0.289537	NaN	NaN	287.769620	0.035492	2.000000	22.000000
22071805.000000	3.000000	25.000000	39.097474	0.062557	0.575042	NaN	NaN	47.254150	-0.332161	0.000000	NaN	NaN	283.168713	0.039319	1.000000	27.000000
22071805.000000	3.000000	32.000000	62.133764	0.118451	0.105206	NaN	NaN	46.641457	-0.310826	0.000001	NaN	NaN	283.178105	0.044841	1.000000	25.000000
22071805.000000	3.000000	21.000000	97.079369	-0.195931	0.646409	NaN	NaN	19.211687	-0.395950	0.237302	NaN	NaN	286.212258	0.034589	1.000000	23.000000
22071805.000000	3.000000	28.000000	55.252191	-0.057408	1.050974	NaN	NaN	49.993018	-0.380287	0.000034	NaN	NaN	283.213387	0.039079	2.000000	31.000000
22071805.000000	3.000000	13.000000	76.438066	-0.044514	0.218927	NaN	NaN	47.724504	-0.343304	0.000000	NaN	NaN	283.146318	0.040997	1.000000	27.000000
22071805.000000	3.000000	33.000000	37.786883	-0.180898	0.547782	NaN	NaN	25.880412	-0.355727	0.163234	NaN	NaN	285.056896	0.038484	2.000000	24.000000
22071805.000000	3.000000	2.000000	71.651389	0.398880	0.232538	NaN	NaN	30.097726	-0.292875	0.106682	NaN	NaN	284.511167	0.039520	1.000000	36.000000
22071805.000000	4.000000	32.000000	5.152285	-0.075225	1.071251	0.052572	NaN	46.319736	-0.298520	0.000000	0.000000	NaN	283.232133	0.039516	2.000000	13.000000
22071805.000000	4.000000	21.000000	72.119281	0.076736	0.402604	0.857772	NaN	46.221924	-0.313763	0.000000	0.000000	NaN	283.187297	0.035331	2.000000	15.000000
22071805.000000	4.000000	16.000000	21.028019	-0.064086	1.246993	0.120545	NaN	66.440063	-0.657031	0.159277	1.057861	NaN	292.074252	0.038802	2.000000	14.000000
22071805.000000	4.000000	19.000000	30.871307	-0.192299	0.851914	0.756981	NaN	48.119263	-0.305908	0.000000	0.000000	NaN	283.290301	0.037560	2.000000	15.000000
22071805.000000	4.000000	35.000000	44.375822	0.232557	0.614240	1.500131	NaN	47.533142	-0.336395	0.000000	0.330994	NaN	283.249338	0.041290	2.000000	13.000000
22071805.000000	4.000000	2.000000	30.038159	0.348964	0.626469	1.292037	NaN	46.944853	-0.323566	0.000000	0.000000	NaN	283.169812	0.039992	2.000000	13.000000
22071805.000000	4.000000	33.000000	3.481922	0.081238	0.086269	0.097459	NaN	56.542480	-0.473999	0.000000	0.159424	NaN	284.211246	0.038697	2.000000	15.000000
22071805.000000	4.000000	30.000000	46.208866	0.286824	0.744835	0.189898	NaN	2.325073	-0.128096	0.266865	0.045239	NaN	289.121170	0.030750	2.000000	13.000000
22071805.000000	4.000000	5.000000	83.054850	-0.043043	1.153579	1.695377	NaN	46.070862	-0.299371	0.000000	0.000000	NaN	283.151565	0.037209	2.000000	16.000000
22071805.000000	4.000000	7.000000	48.024883	0.292351	0.093786	1.684039	NaN	25.073242	-0.007227	0.211914	1.309570	NaN	296.042431	0.037114	2.000000	14.000000
22071805.000000	4.000000	11.000000	22.580943	0.204844	0.330664	1.959606	NaN	10.761627	0.127667	0.215204	1.053711	NaN	292.825637	0.028293	2.000000	14.000000
22071805.000000	4.000000	14.000000	37.466314	-0.109527	1.212393	1.309885	NaN	41.206665	-0.139355	0.000000	0.394287	NaN	284.401541	0.037782	2.000000	15.000000
22071805.000000	4.000000	8.000000	24.642616	0.384998	1.210574	0.856631	NaN	51.031738	-0.345898	0.000000	0.000000	NaN	283.422013	0.034413	2.000000	14.000000
22071805.000000	4.000000	40.000000	57.613514	0.191689	0.638041	0.427107	NaN	48.065792	-0.348439	0.000000	0.000087	NaN	283.160535	0.038900	2.000000	13.000000
22071805.000000	4.000000	37.000000	17.023802	0.025144	0.014911	0.087878	NaN	47.224220	-0.323000	0.007937	0.082457	NaN	283.231442	0.048502	2.000000	13.000000
22071805.000000	4.000000	12.000000	12.620539	0.234425	0.581540	0.285544	NaN	48.846278	-0.349210	0.000000	0.000000	NaN	283.161994	0.034576	2.000000	13.000000
22071805.000000	4.000000	24.000000	63.940662	0.398131	0.121231	1.700806	NaN	48.211631	-0.336570	0.000000	0.009384	NaN	283.256469	0.033372	2.000000	15.000000
22071805.000000	4.000000	10.000000	90.724283	-0.100618	1.285415	0.686187	NaN	48.326375	-0.341009	0.000000	0.000067	NaN	283.094739	0.030794	2.000000	23.000000
22071805.000000	4.000000	1.000000	25.599557	-0.190457	0.367783	0.966071	NaN	48.098569	-0.345002	0.000000	0.000000	NaN	283.183571	0.029576	2.000000	22.000000
22071805.000000	4.000000	28.000000	12.208471	-0.077894	0.439897	1.707096	NaN	0.076117	-0.338454	0.332617	0.000012	NaN	287.970622	0.035579	1.000000	24.000000
22071805.000000	4.000000	26.000000	85.824041	0.132275	0.082753	0.953486	NaN	45.985019	-0.310669	0.000000	0.000000	NaN	283.191299	0.034025	2.000000	19.000000
22071805.000000	4.000000	18.000000	11.328488	0.174037	0.774498	0.672422	NaN	47.250254	-0.306623	0.000000	0.000000	NaN	283.187315	0.033725	1.000000	23.000000
22071805.000000	4.000000	22.000000	1.771431	0.044639	1.109014	0.810822	NaN	46.486193	-0.316534	0.004625	0.000000	NaN	283.210618	0.037048	2.000000	22.000000
22071805.000000	4.000000	31.000000	20.325983	0.002240	0.129142	0.225303	NaN	43.961968	-0.283324	0.000005	0.000000	NaN	283.354311	0.032445	1.000000	24.000000
22071805.000000	4.000000	15.000000	46.236824	0.160809	0.141588	1.102796	NaN	33.110191	-0.073534	0.055012	0.437078	NaN	285.860225	0.039037	2.000000	19.000000
22071805.000000	4.000000	6.000000	64.233840	0.286275	0.998775	0.102558	NaN	47.197177	-0.336305	0.000000	0.000000	NaN	283.154974	0.045215	2.000000	24.000000
22071805.000000	4.000000	25.000000	35.566874	0.178007	1.164840	0.124926	NaN	47.434379	-0.320336	0.000021	0.000234	NaN	283.145012	0.030616	1.000000	27.000000
22071805.000000	4.000000	23.000000	27.806128	-0.191458	0.935295	1.206420	NaN	47.954065	-0.330861	0.000000	0.000000	NaN	283.230408	0.032325	1.000000	22.000000
22071805.000000	4.000000	20.000000	38.680682	0.020591	0.470775	0.035968	NaN	44.334698	-0.328353	0.010596	0.696333	NaN	283.648555	0.035836	1.000000	19.000000
22071805.000000	4.000000	36.000000	94.514914	0.270721	0.430792	0.483211	NaN	49.225230	-0.351617	0.000000	0.000001	NaN	283.194166	0.031767	1.000000	23.000000
22071805.000000	4.000000	34.000000	11.801983	-0.000233	1.195967	1.090410	NaN	49.017909	-0.431070	0.017149	0.417022	NaN	283.930325	0.033966	1.000000	21.000000
22071805.000000	4.000000	3.000000	48.840894	0.024433	0.097465	0.517646	NaN	4.546158	-0.329778	0.298511	0.233355	NaN	287.513101	0.027205	1.000000	23.000000
22071805.000000	4.000000	9.000000	26.455539	0.284295	0.837576	0.327278	NaN	45.535050	-0.258412	0.000002	0.000004	NaN	283.409839	0.032224	1.000000	24.000000
22071805.000000	4.000000	13.000000	56.184932	-0.097089	1.034236	0.499178	NaN	48.753093	-0.350341	0.000003	0.098025	NaN	283.203568	0.033028	1.000000	26.000000
22071805.000000	4.000000	29.000000	23.720121	0.233196	1.178412	0.611881	NaN	45.985914	-0.295679	0.000000	0.000000	NaN	283.217054	0.034319	1.000000	30.000000
22071805.000000	4.000000	38.000000	43.005172	-0.141992	0.259804	1.952389	NaN	47.385040	-0.327204	0.000000	0.001953	NaN	283.152908	0.041392	1.000000	33.000000
22071805.000000	4.000000	4.000000	30.035748	0.212382	0.563624	0.960979	NaN	35.621387	-0.389120	0.104026	0.039535	NaN	284.373729	0.034106	1.000000	26.000000
22071805.000000	4.000000	39.000000	16.036770	0.394173	0.443815	1.754932	NaN	47.083713	-0.413865	0.036788	0.000000	NaN	283.797158	0.027917	2.000000	34.000000
