subID	modeli	name	Mp	delta	wp	scl	delta2	nll	nllsd	success	iterations
22072007	2	dnLinear	2.38944005966187	-0.332161235809326	NaN	1.31741714477539	NaN	168.991866526444	0.0344868671575397	2	20
22072007	3	DNM	1.74950033938512	-0.0851566081866622	0.0688548692502081	NaN	NaN	171.026012670306	0.0248635822961688	1	27
22072007	4	dnDNM	2.36596638306219	-0.353065128652088	1.00553850643781e-05	1.36755987301876	NaN	168.981564761146	0.0319614441688796	2	26
22072007	5	dnDNMExtened	2.89724435091966	-0.974989547194218	1.44732621221166e-07	0.737552487698849	1.37100029881076	168.113846932495	0.0211678902130582	2	19
22102401	1	McFadden	28.3748967901338	1.7835418449482	NaN	NaN	NaN	342.292927844311	0.0387208059119643	1	17
22102401	2	dnLinear	25.5556315779686	2.0058926820755	NaN	3.99999898672104	NaN	339.929161692882	0.0285058345724265	2	14
22102401	3	DNM	3.62473645054706e-06	1.53282475189637	0.239766942143518	NaN	NaN	335.374088971274	0.0301384708164181	1	28
22102401	4	dnDNM	2.110748027917e-06	1.66322042116663	0.237789343539043	1.11308274975454	NaN	335.343039284624	0.0385427532474966	2	38
22102401	5	dnDNMExtened	8.60018990840763	2.35316409301013	0.155253818724304	4	3.9999999997206	331.536687511269	0.0358588051648829	2	18
22102402	1	McFadden	25.853148837024	0.320993022590301	NaN	NaN	NaN	215.867163138486	0.0338645608716511	1	21
22102402	2	dnLinear	21.9468722343445	0.264551448822022	NaN	4	NaN	210.840615323103	0.0263977247864401	2	16
22102402	3	DNM	25.6535091400146	0.332952499389648	0	NaN	NaN	215.908580632995	0.0287717713072894	2	11
22102402	4	dnDNM	22.2992243766785	0.286036014556885	0	3.11360931396484	NaN	212.316825654461	0.0359371248806694	2	20
22102402	5	dnDNMExtened	22.7231841906905	0.212044878304005	5.01722097401291e-06	2.540830925107	0.638459351658821	211.918203303214	0.0301209902023372	2	16
22102403	1	McFadden	388.788080215454	0.377092361450195	NaN	NaN	NaN	368.803490362302	0.0347005409348792	2	16
22102403	2	dnLinear	358.255615234375	0.4172119140625	NaN	0.2041015625	NaN	368.848650090783	0.0407659234708017	2	13
22102403	3	DNM	215.625283122063	2.60536782741547	2.43124673366547	NaN	NaN	368.858140809708	0.0385440247726225	2	15
22102403	4	dnDNM	268.249104057345	0.763374349404239	0.0945583490230092	7.04071226209635e-07	NaN	368.873199912947	0.0311407895392483	1	22
22102403	5	dnDNMExtened	321.2733540833	1.24169147610664	0.0611331999301911	0.127827644348145	1.04383682608604	368.880637990821	0.0334389488064618	2	22
22102404	1	McFadden	5.2497678801883	0.312888661632314	NaN	NaN	NaN	314.595588417764	0.035862398564502	1	25
22102404	2	dnLinear	0.00072479248046875	-0.708460998535156	NaN	3.13525390625	NaN	293.397482225462	0.0304283968225003	2	13
22102404	3	DNM	1.49055267684162e-06	0.353539954795269	0.364769040414831	NaN	NaN	296.118941791308	0.0391106064129669	1	37
22102404	4	dnDNM	1.04213361442089	0.412517146393657	0	4	NaN	285.849874511513	0.0257158260919115	1	22
22102404	5	dnDNMExtened	0.868708265945315	0.572856121137738	0.000683851912617661	3.27581956610084	0.519726334884763	284.810397556565	0.0374691235523458	1	29
22102406	1	McFadden	2.9657062292099	0.202694988250732	NaN	NaN	NaN	169.163002228108	0.0316560103912078	2	11
22102406	2	dnLinear	1.12735899537802	1.788303630054	NaN	1.54492525756359	NaN	162.933674736876	0.0355267937610884	2	26
22102406	3	DNM	2.36367100477219	0.086105352640152	0.0447420537471771	NaN	NaN	168.24094653289	0.030741563965871	2	23
22102406	4	dnDNM	0.00072479248046875	1.57508392333984	0.058575439453125	1.33018493652344	NaN	153.277119307755	0.0258381742884461	2	19
22102406	5	dnDNMExtened	9.31322574615479e-10	2.15713973413804	0.0473103272612206	1.4040326650138	-0.175597315921914	153.044539207079	0.0323606780374534	1	37
22102407	1	McFadden	3.40893622301519	-0.018407192081213	NaN	NaN	NaN	162.515516136265	0.0350681346596547	2	11
22102407	2	dnLinear	3.31656840443611	0.00560707449913024	NaN	0.0331918597221375	NaN	162.52330233872	0.044067763747891	2	20
22102407	3	DNM	3.26064300537109	0.019158935546875	0	NaN	NaN	162.527805511436	0.0373220185626761	2	16
22102407	4	dnDNM	3.34305939264596	-0.00266606621444226	0.000386226922273636	0	NaN	162.548070038644	0.0397551312456211	2	20
22102407	5	dnDNMExtened	3.37847137451172	-0.0190460205078125	0	0	-0.214950561523438	162.474789684007	0.0379114070185579	2	18
22102408	1	McFadden	2.0703942142427	0.372293562069535	NaN	NaN	NaN	184.803456779383	0.0388075845652774	1	21
